iSeq047_DNAamplicons			
Sample_ID	R1_file_name	R2_file_name	Amplicon_products
090421_PY02	29-090421PY02-MLH1-5_S169_L001_R1_001.fastq.gz	29-090421PY02-MLH1-5_S169_L001_R2_001.fastq.gz	MLH1_chr9:191445496-191445733
090421M_B_SDR1	30-9421MBSDR1-MLH1-5_S170_L001_R1_001.fastq.gz	30-9421MBSDR1-MLH1-5_S170_L001_R2_001.fastq.gz	MLH1_chr9:191445496-191445733
140421_PY03	31-140421PY03-MLH1-5_S171_L001_R1_001.fastq.gz	31-140421PY03-MLH1-5_S171_L001_R2_001.fastq.gz	MLH1_chr9:191445496-191445733
140421_PY02	32-140421PY02-MLH1-5_S172_L001_R1_001.fastq.gz	32-140421PY02-MLH1-5_S172_L001_R2_001.fastq.gz	MLH1_chr9:191445496-191445733
140421_MG_WSG1	33-14421MGWSG1-MLH1-5_S173_L001_R1_001.fastq.gz	33-14421MGWSG1-MLH1-5_S173_L001_R2_001.fastq.gz	MLH1_chr9:191445496-191445733
200421_MB_SDR1	34-20421MBSDR1-MLH1-5_S174_L001_R1_001.fastq.gz	34-20421MBSDR1-MLH1-5_S174_L001_R2_001.fastq.gz	MLH1_chr9:191445496-191445733
040521_MB_SDR1	35-4521MBSDR1-MLH1-5_S175_L001_R1_001.fastq.gz	35-4521MBSDR1-MLH1-5_S175_L001_R2_001.fastq.gz	MLH1_chr9:191445496-191445733
050521_PY02	36-050521PY02-MLH1-5_S176_L001_R1_001.fastq.gz	36-050521PY02-MLH1-5_S176_L001_R2_001.fastq.gz	MLH1_chr9:191445496-191445733
070521_PY01	37-070521PY01-MLH1-5_S177_L001_R1_001.fastq.gz	37-070521PY01-MLH1-5_S177_L001_R2_001.fastq.gz	MLH1_chr9:191445496-191445733
180521_MG_PF3	38-18521MGPF3-MLH1-5_S178_L001_R1_001.fastq.gz	38-18521MGPF3-MLH1-5_S178_L001_R2_001.fastq.gz	MLH1_chr9:191445496-191445733
180521_MG_PF1	39-18521MGPF1-MLH1-5_S179_L001_R1_001.fastq.gz	39-18521MGPF1-MLH1-5_S179_L001_R2_001.fastq.gz	MLH1_chr9:191445496-191445733
180521_FG_PF2	40-18521FGPF2-MLH1-5_S180_L001_R1_001.fastq.gz	40-18521FGPF2-MLH1-5_S180_L001_R2_001.fastq.gz	MLH1_chr9:191445496-191445733
200521_MR_PF2	41-20521MRPig2-MLH1-5_S181_L001_R1_001.fastq.gz	41-20521MRPig2-MLH1-5_S181_L001_R2_001.fastq.gz	MLH1_chr9:191445496-191445733
250521_MG_PF1	42-25521MGPig1-MLH1-5_S182_L001_R1_001.fastq.gz	42-25521MGPig1-MLH1-5_S182_L001_R2_001.fastq.gz	MLH1_chr9:191445496-191445733
030621_MR_PF1	43-3621MRPig1-MLH1-5_S183_L001_R1_001.fastq.gz	43-3621MRPig1-MLH1-5_S183_L001_R2_001.fastq.gz	MLH1_chr9:191445496-191445733
090621_MG_Cors	44-9621MGJohn1-MLH1-5_S184_L001_R1_001.fastq.gz	44-9621MGJohn1-MLH1-5_S184_L001_R2_001.fastq.gz	MLH1_chr9:191445496-191445733
090621_MG_PF1	45-9621MGPig1-MLH1-5_S185_L001_R1_001.fastq.gz	45-9621MGPig1-MLH1-5_S185_L001_R2_001.fastq.gz	MLH1_chr9:191445496-191445733
240621_PY01	46-240621PY01-MLH1-5_S186_L001_R1_001.fastq.gz	46-240621PY01-MLH1-5_S186_L001_R2_001.fastq.gz	MLH1_chr9:191445496-191445733
300621_PY01	47-300621PY01-MLH1-5_S187_L001_R1_001.fastq.gz	47-300621PY01-MLH1-5_S187_L001_R2_001.fastq.gz	MLH1_chr9:191445496-191445733
020721_PY01	48-020721PY01-MLH1-5_S188_L001_R1_001.fastq.gz	48-020721PY01-MLH1-5_S188_L001_R2_001.fastq.gz	MLH1_chr9:191445496-191445733
020721_PY02	49-020721PY02-MLH1-5_S189_L001_R1_001.fastq.gz	49-020721PY02-MLH1-5_S189_L001_R2_001.fastq.gz	MLH1_chr9:191445496-191445733
020721_PY03	50-020721PY03-MLH1-5_S190_L001_R1_001.fastq.gz	50-020721PY03-MLH1-5_S190_L001_R2_001.fastq.gz	MLH1_chr9:191445496-191445733
080721_PY01	51-080721PY01-MLH1-5_S191_L001_R1_001.fastq.gz	51-080721PY01-MLH1-5_S191_L001_R2_001.fastq.gz	MLH1_chr9:191445496-191445733
110721_MR_Cors	52-11721MRJohn-MLH1-5_S192_L001_R1_001.fastq.gz	52-11721MRJohn-MLH1-5_S192_L001_R2_001.fastq.gz	MLH1_chr9:191445496-191445733
110721_M_Rav	53-Young-male66-MLH1-5_S193_L001_R1_001.fastq.gz	53-Young-male66-MLH1-5_S193_L001_R2_001.fastq.gz	MLH1_chr9:191445496-191445733
210721_PY01	54-210721PY01-MLH1-5_S194_L001_R1_001.fastq.gz	54-210721PY01-MLH1-5_S194_L001_R2_001.fastq.gz	MLH1_chr9:191445496-191445733
210721_PY02	55-210721PY02-MLH1-5_S195_L001_R1_001.fastq.gz	55-210721PY02-MLH1-5_S195_L001_R2_001.fastq.gz	MLH1_chr9:191445496-191445733
120621_Becks	56-12621BH-001-MLH1-5_S196_L001_R1_001.fastq.gz	56-12621BH-001-MLH1-5_S196_L001_R2_001.fastq.gz	MLH1_chr9:191445496-191445733
190521PY01	57-190521PY01-MLH1-5_S197_L001_R1_001.fastq.gz	57-190521PY01-MLH1-5_S197_L001_R2_001.fastq.gz	MLH1_chr9:191445496-191445733
190521PY02	58-190521PY02-MLH1-5_S198_L001_R1_001.fastq.gz	58-190521PY02-MLH1-5_S198_L001_R2_001.fastq.gz	MLH1_chr9:191445496-191445733
190521PY03	59-190521PY03-MLH1-5_S199_L001_R1_001.fastq.gz	59-190521PY03-MLH1-5_S199_L001_R2_001.fastq.gz	MLH1_chr9:191445496-191445733
190521PY04	60-190521PY04-MLH1-5_S200_L001_R1_001.fastq.gz	60-190521PY04-MLH1-5_S200_L001_R2_001.fastq.gz	MLH1_chr9:191445496-191445733
210521PY01	61-210521PY01-MLH1-5_S201_L001_R1_001.fastq.gz	61-210521PY01-MLH1-5_S201_L001_R2_001.fastq.gz	MLH1_chr9:191445496-191445733
250521PY01	62-250521PY01-MLH1-5_S202_L001_R1_001.fastq.gz	62-250521PY01-MLH1-5_S202_L001_R2_001.fastq.gz	MLH1_chr9:191445496-191445733
270521PY01	63-270521PY01-MLH1-5_S203_L001_R1_001.fastq.gz	63-270521PY01-MLH1-5_S203_L001_R2_001.fastq.gz	MLH1_chr9:191445496-191445733
090621PY01	64-090621PY01-MLH1-5_S204_L001_R1_001.fastq.gz	64-090621PY01-MLH1-5_S204_L001_R2_001.fastq.gz	MLH1_chr9:191445496-191445733
180621PY01	65-180621PY01-MLH1-5_S205_L001_R1_001.fastq.gz	65-180621PY01-MLH1-5_S205_L001_R2_001.fastq.gz	MLH1_chr9:191445496-191445733
250621PY01	66-250621PY01-MLH1-5_S206_L001_R1_001.fastq.gz	66-250621PY01-MLH1-5_S206_L001_R2_001.fastq.gz	MLH1_chr9:191445496-191445733
250621PY02	67-250621PY02-MLH1-5_S207_L001_R1_001.fastq.gz	67-250621PY02-MLH1-5_S207_L001_R2_001.fastq.gz	MLH1_chr9:191445496-191445733
Sandy	70-Sandy-MLH1-5_S210_L001_R1_001.fastq.gz	70-Sandy-MLH1-5_S210_L001_R2_001.fastq.gz	MLH1_chr9:191445496-191445733
No_template_control_1	71-NTC2-MLH1-5_S211_L001_R1_001.fastq.gz	71-NTC2-MLH1-5_S211_L001_R2_001.fastq.gz	
